,0,1,2,3,4,5,6,7,8,9,10,11
42169,O,X,O,O,X,X,X,O,,X,1,8
42170,,,,,,,,,,X,1,1
42171,,X,,,,,,,,O,1,0
42172,O,X,,,,,,,,X,1,4
42173,O,X,,,X,,,,,O,1,7
42174,O,X,,,X,,,O,,X,1,3
42175,O,X,,X,X,,,O,,O,1,5
42176,O,X,,X,X,O,,O,,X,1,8
42177,O,X,,X,X,O,,O,X,O,1,6
42178,O,X,,X,X,O,O,O,X,X,1,2
42179,,,,,,,,,,X,2,5
42180,,,,,,X,,,,O,0,7
42181,,,,,,X,,O,,X,2,4
42182,,,,,X,X,,O,,O,0,2
42183,,,O,,X,X,,O,,X,2,8
42184,,,O,,X,X,,O,X,O,0,6
42185,,,O,,X,X,O,O,X,X,2,3
42186,,,,,,,,,,X,2,8
42187,,,,,,,,,X,O,0,5
42188,,,,,,O,,,X,X,2,4
42189,,,,,X,O,,,X,O,0,7
42190,,,,,X,O,,O,X,X,2,2
42191,,,X,,X,O,,O,X,O,0,1
42192,,O,X,,X,O,,O,X,X,2,3
42193,,O,X,X,X,O,,O,X,O,0,0
42194,O,O,X,X,X,O,,O,X,X,2,6
42195,,,,,,,,,,X,1,6
42196,,,,,,,X,,,O,1,3
42197,,,,O,,,X,,,X,1,5
42198,,,,O,,X,X,,,O,1,1
42199,,O,,O,,X,X,,,X,1,0
42200,X,O,,O,,X,X,,,O,1,4
42201,X,O,,O,O,X,X,,,X,1,2
42202,X,O,X,O,O,X,X,,,O,1,8
42203,X,O,X,O,O,X,X,,O,X,1,7
42204,,,,,,,,,,X,2,6
42205,,,,,,,X,,,O,0,3
42206,,,,O,,,X,,,X,2,0
42207,X,,,O,,,X,,,O,0,7
42208,X,,,O,,,X,O,,X,2,2
42209,X,,X,O,,,X,O,,O,0,8
42210,X,,X,O,,,X,O,O,X,2,4
42211,,,,,,,,,,X,1,1
42212,,X,,,,,,,,O,1,2
42213,,X,O,,,,,,,X,1,7
42214,,X,O,,,,,X,,O,1,3
42215,,X,O,O,,,,X,,X,1,8
42216,,X,O,O,,,,X,X,O,1,6
42217,,X,O,O,,,O,X,X,X,1,5
42218,,X,O,O,,X,O,X,X,O,1,4
42219,,X,O,O,O,X,O,X,X,X,1,0
42220,,,,,,,,,,X,2,5
42221,,,,,,X,,,,O,0,2
42222,,,O,,,X,,,,X,2,7
42223,,,O,,,X,,X,,O,0,0
42224,O,,O,,,X,,X,,X,2,3
42225,O,,O,X,,X,,X,,O,0,8
42226,O,,O,X,,X,,X,O,X,2,4
42227,,,,,,,,,,X,2,1
42228,,X,,,,,,,,O,0,0
42229,O,X,,,,,,,,X,2,7
42230,O,X,,,,,,X,,O,0,2
42231,O,X,O,,,,,X,,X,2,6
42232,O,X,O,,,,X,X,,O,0,4
42233,O,X,O,,O,,X,X,,X,2,5
42234,O,X,O,,O,X,X,X,,O,0,3
42235,O,X,O,O,O,X,X,X,,X,2,8
42236,,,,,,,,,,X,2,1
42237,,X,,,,,,,,O,0,3
42238,,X,,O,,,,,,X,2,5
42239,,X,,O,,X,,,,O,0,8
42240,,X,,O,,X,,,O,X,2,4
42241,,X,,O,X,X,,,O,O,0,7
42242,,X,,O,X,X,,O,O,X,2,2
42243,,X,X,O,X,X,,O,O,O,0,0
42244,O,X,X,O,X,X,,O,O,X,2,6
42245,,,,,,,,,,X,2,7
42246,,,,,,,,X,,O,0,6
42247,,,,,,,O,X,,X,2,5
42248,,,,,,X,O,X,,O,0,2
42249,,,O,,,X,O,X,,X,2,3
42250,,,O,X,,X,O,X,,O,0,0
42251,O,,O,X,,X,O,X,,X,2,1
42252,O,X,O,X,,X,O,X,,O,0,8
42253,O,X,O,X,,X,O,X,O,X,2,4
42254,,,,,,,,,,X,2,8
42255,,,,,,,,,X,O,0,3
42256,,,,O,,,,,X,X,2,2
42257,,,X,O,,,,,X,O,0,7
42258,,,X,O,,,,O,X,X,2,1
42259,,X,X,O,,,,O,X,O,0,5
42260,,X,X,O,,O,,O,X,X,2,6
42261,,X,X,O,,O,X,O,X,O,0,0
42262,O,X,X,O,,O,X,O,X,X,2,4
42263,,,,,,,,,,X,2,1
42264,,X,,,,,,,,O,0,3
42265,,X,,O,,,,,,X,2,5
42266,,X,,O,,X,,,,O,0,2
42267,,X,O,O,,X,,,,X,2,4
42268,,X,O,O,X,X,,,,O,0,8
42269,,X,O,O,X,X,,,O,X,2,0
42270,X,X,O,O,X,X,,,O,O,0,6
42271,X,X,O,O,X,X,O,,O,X,2,7
42272,,,,,,,,,,X,2,7
42273,,,,,,,,X,,O,0,0
42274,O,,,,,,,X,,X,2,8
42275,O,,,,,,,X,X,O,0,4
42276,O,,,,O,,,X,X,X,2,5
42277,O,,,,O,X,,X,X,O,0,6
42278,O,,,,O,X,O,X,X,X,2,3
42279,O,,,X,O,X,O,X,X,O,0,1
42280,O,O,,X,O,X,O,X,X,X,2,2
42281,,,,,,,,,,X,0,0
42282,X,,,,,,,,,O,2,1
42283,X,O,,,,,,,,X,0,6
42284,X,O,,,,,X,,,O,2,5
42285,X,O,,,,O,X,,,X,0,4
42286,X,O,,,X,O,X,,,O,2,8
42287,X,O,,,X,O,X,,O,X,0,7
42288,X,O,,,X,O,X,X,O,O,2,2
42289,,,,,,,,,,X,1,3
42290,,,,X,,,,,,O,1,6
42291,,,,X,,,O,,,X,1,7
42292,,,,X,,,O,X,,O,1,5
42293,,,,X,,O,O,X,,X,1,1
42294,,X,,X,,O,O,X,,O,1,4
42295,,X,,X,O,O,O,X,,X,1,2
42296,,X,X,X,O,O,O,X,,O,1,0
42297,O,X,X,X,O,O,O,X,,X,1,8
42298,,,,,,,,,,X,2,7
42299,,,,,,,,X,,O,0,8
42300,,,,,,,,X,O,X,2,0
42301,X,,,,,,,X,O,O,0,2
42302,X,,O,,,,,X,O,X,2,5
42303,X,,O,,,X,,X,O,O,0,6
42304,X,,O,,,X,O,X,O,X,2,3
42305,X,,O,X,,X,O,X,O,O,0,1
42306,X,O,O,X,,X,O,X,O,X,2,4
42307,,,,,,,,,,X,2,1
42308,,X,,,,,,,,O,0,4
42309,,X,,,O,,,,,X,2,6
42310,,X,,,O,,X,,,O,0,8
42311,,X,,,O,,X,,O,X,2,2
42312,,X,X,,O,,X,,O,O,0,3
42313,,X,X,O,O,,X,,O,X,2,0
42314,,,,,,,,,,X,2,1
42315,,X,,,,,,,,O,0,3
42316,,X,,O,,,,,,X,2,4
42317,,X,,O,X,,,,,O,0,7
42318,,X,,O,X,,,O,,X,2,2
42319,,X,X,O,X,,,O,,O,0,5
42320,,X,X,O,X,O,,O,,X,2,0
42321,,,,,,,,,,X,1,3
42322,,,,X,,,,,,O,1,0
42323,O,,,X,,,,,,X,1,6
42324,O,,,X,,,X,,,O,1,2
42325,O,,O,X,,,X,,,X,1,1
42326,O,X,O,X,,,X,,,O,1,5
42327,O,X,O,X,,O,X,,,X,1,8
42328,O,X,O,X,,O,X,,X,O,1,7
42329,O,X,O,X,,O,X,O,X,X,1,4
42330,,,,,,,,,,X,2,6
42331,,,,,,,X,,,O,0,5
42332,,,,,,O,X,,,X,2,1
42333,,X,,,,O,X,,,O,0,0
42334,O,X,,,,O,X,,,X,2,2
42335,O,X,X,,,O,X,,,O,0,8
42336,O,X,X,,,O,X,,O,X,2,7
42337,O,X,X,,,O,X,X,O,O,0,3
42338,O,X,X,O,,O,X,X,O,X,2,4
42339,,,,,,,,,,X,2,1
42340,,X,,,,,,,,O,0,3
42341,,X,,O,,,,,,X,2,8
42342,,X,,O,,,,,X,O,0,4
42343,,X,,O,O,,,,X,X,2,6
42344,,X,,O,O,,X,,X,O,0,7
42345,,X,,O,O,,X,O,X,X,2,2
42346,,X,X,O,O,,X,O,X,O,0,0
42347,O,X,X,O,O,,X,O,X,X,2,5
42348,,,,,,,,,,X,2,4
42349,,,,,X,,,,,O,0,6
42350,,,,,X,,O,,,X,2,2
42351,,,X,,X,,O,,,O,0,5
42352,,,X,,X,O,O,,,X,2,7
42353,,,X,,X,O,O,X,,O,0,8
42354,,,X,,X,O,O,X,O,X,2,0
42355,X,,X,,X,O,O,X,O,O,0,3
42356,X,,X,O,X,O,O,X,O,X,2,1
42357,,,,,,,,,,X,2,2
42358,,,X,,,,,,,O,0,6
42359,,,X,,,,O,,,X,2,7
42360,,,X,,,,O,X,,O,0,1
42361,,O,X,,,,O,X,,X,2,8
42362,,O,X,,,,O,X,X,O,0,3
42363,,O,X,O,,,O,X,X,X,2,5
42364,,,,,,,,,,X,2,2
42365,,,X,,,,,,,O,0,0
42366,O,,X,,,,,,,X,2,1
42367,O,X,X,,,,,,,O,0,4
42368,O,X,X,,O,,,,,X,2,6
42369,O,X,X,,O,,X,,,O,0,7
42370,O,X,X,,O,,X,O,,X,2,8
42371,O,X,X,,O,,X,O,X,O,0,3
42372,O,X,X,O,O,,X,O,X,X,2,5
42373,,,,,,,,,,X,2,3
42374,,,,X,,,,,,O,0,5
42375,,,,X,,O,,,,X,2,6
42376,,,,X,,O,X,,,O,0,7
42377,,,,X,,O,X,O,,X,2,1
42378,,X,,X,,O,X,O,,O,0,8
42379,,X,,X,,O,X,O,O,X,2,0
42380,,,,,,,,,,X,2,1
42381,,X,,,,,,,,O,0,6
42382,,X,,,,,O,,,X,2,3
42383,,X,,X,,,O,,,O,0,8
42384,,X,,X,,,O,,O,X,2,2
42385,,X,X,X,,,O,,O,O,0,5
42386,,X,X,X,,O,O,,O,X,2,0
42387,,,,,,,,,,X,0,2
42388,,,X,,,,,,,O,2,0
42389,O,,X,,,,,,,X,0,4
42390,O,,X,,X,,,,,O,2,6
42391,O,,X,,X,,O,,,X,0,1
42392,O,X,X,,X,,O,,,O,2,7
42393,O,X,X,,X,,O,O,,X,0,8
42394,O,X,X,,X,,O,O,X,O,2,3
42395,,,,,,,,,,X,2,2
42396,,,X,,,,,,,O,0,7
42397,,,X,,,,,O,,X,2,4
42398,,,X,,X,,,O,,O,0,6
42399,,,X,,X,,O,O,,X,2,1
42400,,X,X,,X,,O,O,,O,0,5
42401,,X,X,,X,O,O,O,,X,2,0
42402,,,,,,,,,,X,2,5
42403,,,,,,X,,,,O,0,8
42404,,,,,,X,,,O,X,2,3
42405,,,,X,,X,,,O,O,0,2
42406,,,O,X,,X,,,O,X,2,7
42407,,,O,X,,X,,X,O,O,0,4
42408,,,O,X,O,X,,X,O,X,2,0
42409,X,,O,X,O,X,,X,O,O,0,1
42410,X,O,O,X,O,X,,X,O,X,2,6
42411,,,,,,,,,,X,2,5
42412,,,,,,X,,,,O,0,7
42413,,,,,,X,,O,,X,2,6
42414,,,,,,X,X,O,,O,0,3
42415,,,,O,,X,X,O,,X,2,1
42416,,X,,O,,X,X,O,,O,0,4
42417,,X,,O,O,X,X,O,,X,2,2
42418,,X,X,O,O,X,X,O,,O,0,8
42419,,X,X,O,O,X,X,O,O,X,2,0
42420,,,,,,,,,,X,0,2
42421,,,X,,,,,,,O,2,3
42422,,,X,O,,,,,,X,0,8
42423,,,X,O,,,,,X,O,2,4
42424,,,X,O,O,,,,X,X,0,6
42425,,,X,O,O,,X,,X,O,2,5
42426,,,,,,,,,,X,2,3
42427,,,,X,,,,,,O,0,7
42428,,,,X,,,,O,,X,2,8
42429,,,,X,,,,O,X,O,0,6
42430,,,,X,,,O,O,X,X,2,4
42431,,,,X,X,,O,O,X,O,0,2
42432,,,O,X,X,,O,O,X,X,2,5
42433,,,,,,,,,,X,0,3
42434,,,,X,,,,,,O,2,2
42435,,,O,X,,,,,,X,0,7
42436,,,O,X,,,,X,,O,2,8
42437,,,O,X,,,,X,O,X,0,1
42438,,X,O,X,,,,X,O,O,2,5
42439,,,,,,,,,,X,2,0
42440,X,,,,,,,,,O,0,4
42441,X,,,,O,,,,,X,2,6
42442,X,,,,O,,X,,,O,0,3
42443,X,,,O,O,,X,,,X,2,1
42444,X,X,,O,O,,X,,,O,0,7
42445,X,X,,O,O,,X,O,,X,2,2
42446,,,,,,,,,,X,2,7
42447,,,,,,,,X,,O,0,6
42448,,,,,,,O,X,,X,2,4
42449,,,,,X,,O,X,,O,0,1
42450,,O,,,X,,O,X,,X,2,5
42451,,O,,,X,X,O,X,,O,0,2
42452,,O,O,,X,X,O,X,,X,2,3
42453,,,,,,,,,,X,0,6
42454,,,,,,,X,,,O,2,1
42455,,O,,,,,X,,,X,0,7
42456,,O,,,,,X,X,,O,2,2
42457,,O,O,,,,X,X,,X,0,4
42458,,O,O,,X,,X,X,,O,2,5
42459,,O,O,,X,O,X,X,,X,0,0
42460,X,O,O,,X,O,X,X,,O,2,8
42461,,,,,,,,,,X,0,2
42462,,,X,,,,,,,O,2,7
42463,,,X,,,,,O,,X,0,3
42464,,,X,X,,,,O,,O,2,6
42465,,,X,X,,,O,O,,X,0,5
42466,,,X,X,,X,O,O,,O,2,8
42467,,,,,,,,,,X,2,6
42468,,,,,,,X,,,O,0,3
42469,,,,O,,,X,,,X,2,4
42470,,,,O,X,,X,,,O,0,5
42471,,,,O,X,O,X,,,X,2,0
42472,X,,,O,X,O,X,,,O,0,1
42473,X,O,,O,X,O,X,,,X,2,8
42474,,,,,,,,,,X,2,8
42475,,,,,,,,,X,O,0,5
42476,,,,,,O,,,X,X,2,0
42477,X,,,,,O,,,X,O,0,3
42478,X,,,O,,O,,,X,X,2,7
42479,X,,,O,,O,,X,X,O,0,1
42480,X,O,,O,,O,,X,X,X,2,6
42481,,,,,,,,,,X,2,0
42482,X,,,,,,,,,O,0,3
42483,X,,,O,,,,,,X,2,7
42484,X,,,O,,,,X,,O,0,5
42485,X,,,O,,O,,X,,X,2,8
42486,X,,,O,,O,,X,X,O,0,2
42487,X,,O,O,,O,,X,X,X,2,1
42488,X,X,O,O,,O,,X,X,O,0,6
42489,X,X,O,O,,O,O,X,X,X,2,4
42490,,,,,,,,,,X,2,5
42491,,,,,,X,,,,O,0,1
42492,,O,,,,X,,,,X,2,2
42493,,O,X,,,X,,,,O,0,0
42494,O,O,X,,,X,,,,X,2,6
42495,O,O,X,,,X,X,,,O,0,7
42496,O,O,X,,,X,X,O,,X,2,4
42497,,,,,,,,,,X,2,5
42498,,,,,,X,,,,O,0,0
42499,O,,,,,X,,,,X,2,3
42500,O,,,X,,X,,,,O,0,6
42501,O,,,X,,X,O,,,X,2,4
42502,,,,,,,,,,X,2,8
42503,,,,,,,,,X,O,0,6
42504,,,,,,,O,,X,X,2,1
42505,,X,,,,,O,,X,O,0,5
42506,,X,,,,O,O,,X,X,2,2
42507,,X,X,,,O,O,,X,O,0,4
42508,,X,X,,O,O,O,,X,X,2,0
42509,,,,,,,,,,X,1,5
42510,,,,,,X,,,,O,1,4
42511,,,,,O,X,,,,X,1,3
42512,,,,X,O,X,,,,O,1,2
42513,,,O,X,O,X,,,,X,1,7
42514,,,O,X,O,X,,X,,O,1,0
42515,O,,O,X,O,X,,X,,X,1,1
42516,O,X,O,X,O,X,,X,,O,1,8
42517,O,X,O,X,O,X,,X,O,X,1,6
42518,,,,,,,,,,X,2,3
42519,,,,X,,,,,,O,0,6
42520,,,,X,,,O,,,X,2,8
42521,,,,X,,,O,,X,O,0,5
42522,,,,X,,O,O,,X,X,2,4
42523,,,,X,X,O,O,,X,O,0,7
42524,,,,X,X,O,O,O,X,X,2,0
42525,,,,,,,,,,X,1,4
42526,,,,,X,,,,,O,1,8
42527,,,,,X,,,,O,X,1,1
42528,,X,,,X,,,,O,O,1,3
42529,,X,,O,X,,,,O,X,1,5
42530,,X,,O,X,X,,,O,O,1,7
42531,,X,,O,X,X,,O,O,X,1,0
42532,X,X,,O,X,X,,O,O,O,1,2
42533,X,X,O,O,X,X,,O,O,X,1,6
42534,,,,,,,,,,X,1,6
42535,,,,,,,X,,,O,1,3
42536,,,,O,,,X,,,X,1,8
42537,,,,O,,,X,,X,O,1,2
42538,,,O,O,,,X,,X,X,1,4
42539,,,O,O,X,,X,,X,O,1,7
42540,,,O,O,X,,X,O,X,X,1,1
42541,,X,O,O,X,,X,O,X,O,1,0
42542,O,X,O,O,X,,X,O,X,X,1,5
42543,,,,,,,,,,X,1,5
42544,,,,,,X,,,,O,1,7
42545,,,,,,X,,O,,X,1,1
42546,,X,,,,X,,O,,O,1,3
42547,,X,,O,,X,,O,,X,1,8
42548,,X,,O,,X,,O,X,O,1,2
42549,,X,O,O,,X,,O,X,X,1,6
42550,,X,O,O,,X,X,O,X,O,1,0
42551,O,X,O,O,,X,X,O,X,X,1,4
42552,,,,,,,,,,X,1,2
42553,,,X,,,,,,,O,1,6
42554,,,X,,,,O,,,X,1,8
42555,,,X,,,,O,,X,O,1,1
42556,,O,X,,,,O,,X,X,1,7
42557,,O,X,,,,O,X,X,O,1,0
42558,O,O,X,,,,O,X,X,X,1,4
42559,O,O,X,,X,,O,X,X,O,1,5
42560,O,O,X,,X,O,O,X,X,X,1,3
42561,,,,,,,,,,X,0,7
42562,,,,,,,,X,,O,2,4
42563,,,,,O,,,X,,X,0,3
42564,,,,X,O,,,X,,O,2,1
42565,,O,,X,O,,,X,,X,0,6
42566,,O,,X,O,,X,X,,O,2,0
42567,O,O,,X,O,,X,X,,X,0,5
42568,O,O,,X,O,X,X,X,,O,2,2
42569,,,,,,,,,,X,0,3
42570,,,,X,,,,,,O,2,6
42571,,,,X,,,O,,,X,0,1
42572,,X,,X,,,O,,,O,2,8
42573,,X,,X,,,O,,O,X,0,2
42574,,X,X,X,,,O,,O,O,2,7
42575,,,,,,,,,,X,1,7
42576,,,,,,,,X,,O,1,6
42577,,,,,,,O,X,,X,1,5
42578,,,,,,X,O,X,,O,1,4
42579,,,,,O,X,O,X,,X,1,8
42580,,,,,O,X,O,X,X,O,1,2
42581,,,O,,O,X,O,X,X,X,1,0
42582,X,,O,,O,X,O,X,X,O,1,1
42583,X,O,O,,O,X,O,X,X,X,1,3
42584,,,,,,,,,,X,2,4
42585,,,,,X,,,,,O,0,2
42586,,,O,,X,,,,,X,2,7
42587,,,O,,X,,,X,,O,0,0
42588,O,,O,,X,,,X,,X,2,8
42589,O,,O,,X,,,X,X,O,0,5
42590,O,,O,,X,O,,X,X,X,2,1
42591,,,,,,,,,,X,2,8
42592,,,,,,,,,X,O,0,1
42593,,O,,,,,,,X,X,2,4
42594,,O,,,X,,,,X,O,0,0
42595,O,O,,,X,,,,X,X,2,5
42596,O,O,,,X,X,,,X,O,0,3
42597,O,O,,O,X,X,,,X,X,2,2
42598,,,,,,,,,,X,1,1
42599,,X,,,,,,,,O,1,5
42600,,X,,,,O,,,,X,1,2
42601,,X,X,,,O,,,,O,1,6
42602,,X,X,,,O,O,,,X,1,8
42603,,X,X,,,O,O,,X,O,1,0
42604,O,X,X,,,O,O,,X,X,1,3
42605,O,X,X,X,,O,O,,X,O,1,4
42606,O,X,X,X,O,O,O,,X,X,1,7
42607,,,,,,,,,,X,1,8
42608,,,,,,,,,X,O,1,5
42609,,,,,,O,,,X,X,1,7
42610,,,,,,O,,X,X,O,1,1
42611,,O,,,,O,,X,X,X,1,0
42612,X,O,,,,O,,X,X,O,1,4
42613,X,O,,,O,O,,X,X,X,1,3
42614,X,O,,X,O,O,,X,X,O,1,6
42615,X,O,,X,O,O,O,X,X,X,1,2
42616,,,,,,,,,,X,2,1
42617,,X,,,,,,,,O,0,2
42618,,X,O,,,,,,,X,2,6
42619,,X,O,,,,X,,,O,0,0
42620,O,X,O,,,,X,,,X,2,4
42621,O,X,O,,X,,X,,,O,0,8
42622,O,X,O,,X,,X,,O,X,2,3
42623,O,X,O,X,X,,X,,O,O,0,7
42624,O,X,O,X,X,,X,O,O,X,2,5
42625,,,,,,,,,,X,2,2
42626,,,X,,,,,,,O,0,6
42627,,,X,,,,O,,,X,2,8
42628,,,X,,,,O,,X,O,0,4
42629,,,X,,O,,O,,X,X,2,1
42630,,X,X,,O,,O,,X,O,0,5
42631,,X,X,,O,O,O,,X,X,2,3
42632,,X,X,X,O,O,O,,X,O,0,7
42633,,X,X,X,O,O,O,O,X,X,2,0
42634,,,,,,,,,,X,2,4
42635,,,,,X,,,,,O,0,0
42636,O,,,,X,,,,,X,2,3
42637,O,,,X,X,,,,,O,0,6
42638,O,,,X,X,,O,,,X,2,2
42639,O,,X,X,X,,O,,,O,0,7
42640,O,,X,X,X,,O,O,,X,2,5
42641,,,,,,,,,,X,1,8
42642,,,,,,,,,X,O,1,6
42643,,,,,,,O,,X,X,1,1
42644,,X,,,,,O,,X,O,1,4
42645,,X,,,O,,O,,X,X,1,7
42646,,X,,,O,,O,X,X,O,1,2
42647,,X,O,,O,,O,X,X,X,1,5
42648,,X,O,,O,X,O,X,X,O,1,0
42649,O,X,O,,O,X,O,X,X,X,1,3
42650,,,,,,,,,,X,1,3
42651,,,,X,,,,,,O,1,6
42652,,,,X,,,O,,,X,1,7
42653,,,,X,,,O,X,,O,1,5
42654,,,,X,,O,O,X,,X,1,2
42655,,,X,X,,O,O,X,,O,1,0
42656,O,,X,X,,O,O,X,,X,1,8
42657,O,,X,X,,O,O,X,X,O,1,4
42658,O,,X,X,O,O,O,X,X,X,1,1
42659,,,,,,,,,,X,2,3
42660,,,,X,,,,,,O,0,8
42661,,,,X,,,,,O,X,2,0
42662,X,,,X,,,,,O,O,0,1
42663,X,O,,X,,,,,O,X,2,5
42664,X,O,,X,,X,,,O,O,0,7
42665,X,O,,X,,X,,O,O,X,2,4
42666,,,,,,,,,,X,0,8
42667,,,,,,,,,X,O,2,1
42668,,O,,,,,,,X,X,0,7
42669,,O,,,,,,X,X,O,2,6
42670,,O,,,,,O,X,X,X,0,5
42671,,O,,,,X,O,X,X,O,2,0
42672,O,O,,,,X,O,X,X,X,0,4
42673,O,O,,,X,X,O,X,X,O,2,2
42674,,,,,,,,,,X,0,8
42675,,,,,,,,,X,O,2,0
42676,O,,,,,,,,X,X,0,7
42677,O,,,,,,,X,X,O,2,6
42678,O,,,,,,O,X,X,X,0,5
42679,O,,,,,X,O,X,X,O,2,3
42680,,,,,,,,,,X,2,7
42681,,,,,,,,X,,O,0,6
42682,,,,,,,O,X,,X,2,5
42683,,,,,,X,O,X,,O,0,1
42684,,O,,,,X,O,X,,X,2,4
42685,,O,,,X,X,O,X,,O,0,8
42686,,O,,,X,X,O,X,O,X,2,3
42687,,,,,,,,,,X,1,4
42688,,,,,X,,,,,O,1,7
42689,,,,,X,,,O,,X,1,5
42690,,,,,X,X,,O,,O,1,8
42691,,,,,X,X,,O,O,X,1,1
42692,,X,,,X,X,,O,O,O,1,2
42693,,X,O,,X,X,,O,O,X,1,6
42694,,X,O,,X,X,X,O,O,O,1,3
42695,,X,O,O,X,X,X,O,O,X,1,0
42696,,,,,,,,,,X,2,1
42697,,X,,,,,,,,O,0,8
42698,,X,,,,,,,O,X,2,7
42699,,X,,,,,,X,O,O,0,5
42700,,X,,,,O,,X,O,X,2,2
42701,,X,X,,,O,,X,O,O,0,3
42702,,X,X,O,,O,,X,O,X,2,4
42703,,,,,,,,,,X,0,3
42704,,,,X,,,,,,O,2,8
42705,,,,X,,,,,O,X,0,0
42706,X,,,X,,,,,O,O,2,2
42707,X,,O,X,,,,,O,X,0,7
42708,X,,O,X,,,,X,O,O,2,5
42709,,,,,,,,,,X,2,6
42710,,,,,,,X,,,O,0,0
42711,O,,,,,,X,,,X,2,5
42712,O,,,,,X,X,,,O,0,2
42713,O,,O,,,X,X,,,X,2,3
42714,O,,O,X,,X,X,,,O,0,8
42715,O,,O,X,,X,X,,O,X,2,4
42716,,,,,,,,,,X,2,6
42717,,,,,,,X,,,O,0,2
42718,,,O,,,,X,,,X,2,0
42719,X,,O,,,,X,,,O,0,7
42720,X,,O,,,,X,O,,X,2,3
42721,,,,,,,,,,X,2,6
42722,,,,,,,X,,,O,0,8
42723,,,,,,,X,,O,X,2,0
42724,X,,,,,,X,,O,O,0,7
42725,X,,,,,,X,O,O,X,2,1
42726,X,X,,,,,X,O,O,O,0,4
42727,X,X,,,O,,X,O,O,X,2,5
42728,X,X,,,O,X,X,O,O,O,0,3
42729,X,X,,O,O,X,X,O,O,X,2,2
42730,,,,,,,,,,X,0,4
42731,,,,,X,,,,,O,2,8
42732,,,,,X,,,,O,X,0,7
42733,,,,,X,,,X,O,O,2,2
42734,,,O,,X,,,X,O,X,0,0
42735,X,,O,,X,,,X,O,O,2,1
42736,X,O,O,,X,,,X,O,X,0,6
42737,X,O,O,,X,,X,X,O,O,2,5
42738,,,,,,,,,,X,1,4
42739,,,,,X,,,,,O,1,7
42740,,,,,X,,,O,,X,1,3
42741,,,,X,X,,,O,,O,1,5
42742,,,,X,X,O,,O,,X,1,1
42743,,X,,X,X,O,,O,,O,1,2
42744,,X,O,X,X,O,,O,,X,1,8
42745,,X,O,X,X,O,,O,X,O,1,0
42746,O,X,O,X,X,O,,O,X,X,1,6
42747,,,,,,,,,,X,0,8
42748,,,,,,,,,X,O,2,4
42749,,,,,O,,,,X,X,0,0
42750,X,,,,O,,,,X,O,2,5
42751,X,,,,O,O,,,X,X,0,6
42752,X,,,,O,O,X,,X,O,2,7
42753,X,,,,O,O,X,O,X,X,0,1
42754,X,X,,,O,O,X,O,X,O,2,3
42755,,,,,,,,,,X,1,7
42756,,,,,,,,X,,O,1,8
42757,,,,,,,,X,O,X,1,2
42758,,,X,,,,,X,O,O,1,0
42759,O,,X,,,,,X,O,X,1,3
42760,O,,X,X,,,,X,O,O,1,1
42761,O,O,X,X,,,,X,O,X,1,6
42762,O,O,X,X,,,X,X,O,O,1,4
42763,O,O,X,X,O,,X,X,O,X,1,5
42764,,,,,,,,,,X,1,0
42765,X,,,,,,,,,O,1,8
42766,X,,,,,,,,O,X,1,5
42767,X,,,,,X,,,O,O,1,6
42768,X,,,,,X,O,,O,X,1,3
42769,X,,,X,,X,O,,O,O,1,4
42770,X,,,X,O,X,O,,O,X,1,7
42771,X,,,X,O,X,O,X,O,O,1,1
42772,X,O,,X,O,X,O,X,O,X,1,2
42773,,,,,,,,,,X,0,5
42774,,,,,,X,,,,O,2,6
42775,,,,,,X,O,,,X,0,4
42776,,,,,X,X,O,,,O,2,7
42777,,,,,X,X,O,O,,X,0,2
42778,,,X,,X,X,O,O,,O,2,8
42779,,,,,,,,,,X,2,4
42780,,,,,X,,,,,O,0,3
42781,,,,O,X,,,,,X,2,8
42782,,,,O,X,,,,X,O,0,7
42783,,,,O,X,,,O,X,X,2,1
42784,,X,,O,X,,,O,X,O,0,2
42785,,X,O,O,X,,,O,X,X,2,5
42786,,X,O,O,X,X,,O,X,O,0,6
42787,,X,O,O,X,X,O,O,X,X,2,0
42788,,,,,,,,,,X,2,5
42789,,,,,,X,,,,O,0,8
42790,,,,,,X,,,O,X,2,0
42791,X,,,,,X,,,O,O,0,6
42792,X,,,,,X,O,,O,X,2,2
42793,X,,X,,,X,O,,O,O,0,4
42794,X,,X,,O,X,O,,O,X,2,7
42795,X,,X,,O,X,O,X,O,O,0,3
42796,X,,X,O,O,X,O,X,O,X,2,1
42797,,,,,,,,,,X,0,5
42798,,,,,,X,,,,O,2,3
42799,,,,O,,X,,,,X,0,1
42800,,X,,O,,X,,,,O,2,0
42801,O,X,,O,,X,,,,X,0,7
42802,O,X,,O,,X,,X,,O,2,6
42803,,,,,,,,,,X,0,5
42804,,,,,,X,,,,O,2,7
42805,,,,,,X,,O,,X,0,1
42806,,X,,,,X,,O,,O,2,4
42807,,X,,,O,X,,O,,X,0,3
42808,,X,,X,O,X,,O,,O,2,6
42809,,X,,X,O,X,O,O,,X,0,0
42810,X,X,,X,O,X,O,O,,O,2,8
42811,,,,,,,,,,X,2,6
42812,,,,,,,X,,,O,0,0
42813,O,,,,,,X,,,X,2,1
42814,O,X,,,,,X,,,O,0,7
42815,O,X,,,,,X,O,,X,2,5
42816,O,X,,,,X,X,O,,O,0,8
