,0,1,2,3,4,5,6,7,8,9,10,11
674,,X,O,,,,,X,,O,0,8
675,,X,O,,,,,X,O,X,2,6
676,,X,O,,,,X,X,O,O,0,0
677,O,X,O,,,,X,X,O,X,2,4
678,,,,,,,,,,X,2,8
679,,,,,,,,,X,O,0,6
680,,,,,,,O,,X,X,2,5
681,,,,,,X,O,,X,O,0,0
682,O,,,,,X,O,,X,X,2,4
683,O,,,,X,X,O,,X,O,0,7
684,O,,,,X,X,O,O,X,X,2,3
685,,,,,,,,,,X,2,3
686,,,,X,,,,,,O,0,8
687,,,,X,,,,,O,X,2,5
688,,,,X,,X,,,O,O,0,2
689,,,O,X,,X,,,O,X,2,4
690,,,,,,,,,,X,2,7
691,,,,,,,,X,,O,0,1
692,,O,,,,,,X,,X,2,4
693,,O,,,X,,,X,,O,0,2
694,,O,O,,X,,,X,,X,2,3
695,,O,O,X,X,,,X,,O,0,8
696,,O,O,X,X,,,X,O,X,2,5
697,,,,,,,,,,X,2,7
698,,,,,,,,X,,O,0,2
699,,,O,,,,,X,,X,2,8
700,,,O,,,,,X,X,O,0,5
701,,,O,,,O,,X,X,X,2,3
702,,,O,X,,O,,X,X,O,0,1
703,,O,O,X,,O,,X,X,X,2,0
704,X,O,O,X,,O,,X,X,O,0,6
705,X,O,O,X,,O,O,X,X,X,2,4
706,,,,,,,,,,X,0,5
707,,,,,,X,,,,O,2,3
708,,,,O,,X,,,,X,0,0
709,X,,,O,,X,,,,O,2,7
710,X,,,O,,X,,O,,X,0,1
711,X,X,,O,,X,,O,,O,2,6
712,X,X,,O,,X,O,O,,X,0,4
713,X,X,,O,X,X,O,O,,O,2,8
714,,,,,,,,,,X,2,5
715,,,,,,X,,,,O,0,6
716,,,,,,X,O,,,X,2,1
717,,X,,,,X,O,,,O,0,2
718,,X,O,,,X,O,,,X,2,4
719,,X,O,,X,X,O,,,O,0,7
720,,X,O,,X,X,O,O,,X,2,0
721,X,X,O,,X,X,O,O,,O,0,3
722,X,X,O,O,X,X,O,O,,X,2,8
723,,,,,,,,,,X,1,3
724,,,,X,,,,,,O,1,1
725,,O,,X,,,,,,X,1,2
726,,O,X,X,,,,,,O,1,4
727,,O,X,X,O,,,,,X,1,7
728,,O,X,X,O,,,X,,O,1,8
729,,O,X,X,O,,,X,O,X,1,5
730,,O,X,X,O,X,,X,O,O,1,6
731,,O,X,X,O,X,O,X,O,X,1,0
732,,,,,,,,,,X,2,1
733,,X,,,,,,,,O,0,6
734,,X,,,,,O,,,X,2,4
735,,X,,,X,,O,,,O,0,8
736,,X,,,X,,O,,O,X,2,2
737,,X,X,,X,,O,,O,O,0,5
738,,X,X,,X,O,O,,O,X,2,0
739,,,,,,,,,,X,2,0
740,X,,,,,,,,,O,0,1
741,X,O,,,,,,,,X,2,5
742,X,O,,,,X,,,,O,0,2
743,X,O,O,,,X,,,,X,2,6
744,X,O,O,,,X,X,,,O,0,7
745,X,O,O,,,X,X,O,,X,2,3
746,,,,,,,,,,X,2,7
747,,,,,,,,X,,O,0,8
748,,,,,,,,X,O,X,2,3
749,,,,X,,,,X,O,O,0,4
750,,,,X,O,,,X,O,X,2,0
751,X,,,X,O,,,X,O,O,0,6
752,X,,,X,O,,O,X,O,X,2,1
753,X,X,,X,O,,O,X,O,O,0,5
754,X,X,,X,O,O,O,X,O,X,2,2
755,,,,,,,,,,X,1,5
756,,,,,,X,,,,O,1,1
757,,O,,,,X,,,,X,1,3
758,,O,,X,,X,,,,O,1,2
759,,O,O,X,,X,,,,X,1,0
760,X,O,O,X,,X,,,,O,1,4
761,X,O,O,X,O,X,,,,X,1,7
762,X,O,O,X,O,X,,X,,O,1,6
763,X,O,O,X,O,X,O,X,,X,1,8
764,,,,,,,,,,X,2,5
765,,,,,,X,,,,O,0,6
766,,,,,,X,O,,,X,2,8
767,,,,,,X,O,,X,O,0,3
768,,,,O,,X,O,,X,X,2,7
769,,,,O,,X,O,X,X,O,0,4
770,,,,O,O,X,O,X,X,X,2,0
771,X,,,O,O,X,O,X,X,O,0,1
772,X,O,,O,O,X,O,X,X,X,2,2
773,,,,,,,,,,X,2,4
774,,,,,X,,,,,O,0,8
775,,,,,X,,,,O,X,2,5
776,,,,,X,X,,,O,O,0,6
777,,,,,X,X,O,,O,X,2,2
778,,,X,,X,X,O,,O,O,0,0
779,O,,X,,X,X,O,,O,X,2,3
780,,,,,,,,,,X,1,5
781,,,,,,X,,,,O,1,2
782,,,O,,,X,,,,X,1,0
783,X,,O,,,X,,,,O,1,6
784,X,,O,,,X,O,,,X,1,8
785,X,,O,,,X,O,,X,O,1,7
786,X,,O,,,X,O,O,X,X,1,3
787,X,,O,X,,X,O,O,X,O,1,4
788,X,,O,X,O,X,O,O,X,X,1,1
789,,,,,,,,,,X,2,2
790,,,X,,,,,,,O,0,3
791,,,X,O,,,,,,X,2,7
792,,,X,O,,,,X,,O,0,4
793,,,X,O,O,,,X,,X,2,5
794,,,X,O,O,X,,X,,O,0,8
795,,,X,O,O,X,,X,O,X,2,0
796,X,,X,O,O,X,,X,O,O,0,6
797,X,,X,O,O,X,O,X,O,X,2,1
798,,,,,,,,,,X,1,0
799,X,,,,,,,,,O,1,3
800,X,,,O,,,,,,X,1,5
801,X,,,O,,X,,,,O,1,8
802,X,,,O,,X,,,O,X,1,6
803,X,,,O,,X,X,,O,O,1,7
804,X,,,O,,X,X,O,O,X,1,4
805,X,,,O,X,X,X,O,O,O,1,2
806,X,,O,O,X,X,X,O,O,X,1,1
807,,,,,,,,,,X,2,4
808,,,,,X,,,,,O,0,5
809,,,,,X,O,,,,X,2,6
810,,,,,X,O,X,,,O,0,1
811,,O,,,X,O,X,,,X,2,8
812,,O,,,X,O,X,,X,O,0,3
813,,O,,O,X,O,X,,X,X,2,2
814,,,,,,,,,,X,1,8
815,,,,,,,,,X,O,1,1
816,,O,,,,,,,X,X,1,7
817,,O,,,,,,X,X,O,1,4
818,,O,,,O,,,X,X,X,1,2
819,,O,X,,O,,,X,X,O,1,5
820,,O,X,,O,O,,X,X,X,1,3
821,,O,X,X,O,O,,X,X,O,1,6
822,,O,X,X,O,O,O,X,X,X,1,0
823,,,,,,,,,,X,1,8
824,,,,,,,,,X,O,1,4
825,,,,,O,,,,X,X,1,5
826,,,,,O,X,,,X,O,1,6
827,,,,,O,X,O,,X,X,1,7
828,,,,,O,X,O,X,X,O,1,2
829,,,O,,O,X,O,X,X,X,1,1
830,,X,O,,O,X,O,X,X,O,1,0
831,O,X,O,,O,X,O,X,X,X,1,3
832,,,,,,,,,,X,2,4
833,,,,,X,,,,,O,0,3
834,,,,O,X,,,,,X,2,8
835,,,,O,X,,,,X,O,0,1
836,,O,,O,X,,,,X,X,2,0
837,,,,,,,,,,X,1,0
838,X,,,,,,,,,O,1,2
839,X,,O,,,,,,,X,1,8
840,X,,O,,,,,,X,O,1,6
841,X,,O,,,,O,,X,X,1,7
842,X,,O,,,,O,X,X,O,1,4
843,X,,O,,O,,O,X,X,X,1,3
844,X,,O,X,O,,O,X,X,O,1,1
845,X,O,O,X,O,,O,X,X,X,1,5
846,,,,,,,,,,X,2,4
847,,,,,X,,,,,O,0,3
848,,,,O,X,,,,,X,2,6
849,,,,O,X,,X,,,O,0,8
850,,,,O,X,,X,,O,X,2,1
851,,X,,O,X,,X,,O,O,0,2
852,,X,O,O,X,,X,,O,X,2,7
853,,,,,,,,,,X,2,6
854,,,,,,,X,,,O,0,1
855,,O,,,,,X,,,X,2,8
856,,O,,,,,X,,X,O,0,3
857,,O,,O,,,X,,X,X,2,5
858,,O,,O,,X,X,,X,O,0,4
859,,O,,O,O,X,X,,X,X,2,7
860,,,,,,,,,,X,2,8
861,,,,,,,,,X,O,0,5
862,,,,,,O,,,X,X,2,3
863,,,,X,,O,,,X,O,0,2
864,,,O,X,,O,,,X,X,2,7
865,,,O,X,,O,,X,X,O,0,0
866,O,,O,X,,O,,X,X,X,2,1
867,O,X,O,X,,O,,X,X,O,0,6
868,O,X,O,X,,O,O,X,X,X,2,4
869,,,,,,,,,,X,2,2
870,,,X,,,,,,,O,0,6
871,,,X,,,,O,,,X,2,4
872,,,X,,X,,O,,,O,0,3
873,,,X,O,X,,O,,,X,2,1
874,,X,X,O,X,,O,,,O,0,5
875,,X,X,O,X,O,O,,,X,2,0
876,,,,,,,,,,X,0,0
877,X,,,,,,,,,O,2,4
878,X,,,,O,,,,,X,0,8
879,X,,,,O,,,,X,O,2,2
880,X,,O,,O,,,,X,X,0,6
881,X,,O,,O,,X,,X,O,2,1
882,X,O,O,,O,,X,,X,X,0,5
883,X,O,O,,O,X,X,,X,O,2,7
884,,,,,,,,,,X,2,3
885,,,,X,,,,,,O,0,5
886,,,,X,,O,,,,X,2,8
887,,,,X,,O,,,X,O,0,6
888,,,,X,,O,O,,X,X,2,1
889,,X,,X,,O,O,,X,O,0,7
890,,X,,X,,O,O,O,X,X,2,0
891,X,X,,X,,O,O,O,X,O,0,4
892,X,X,,X,O,O,O,O,X,X,2,2
893,,,,,,,,,,X,2,8
894,,,,,,,,,X,O,0,7
895,,,,,,,,O,X,X,2,5
896,,,,,,X,,O,X,O,0,1
897,,O,,,,X,,O,X,X,2,6
898,,O,,,,X,X,O,X,O,0,0
899,O,O,,,,X,X,O,X,X,2,4
900,O,O,,,X,X,X,O,X,O,0,3
901,O,O,,O,X,X,X,O,X,X,2,2
902,,,,,,,,,,X,2,3
903,,,,X,,,,,,O,0,8
904,,,,X,,,,,O,X,2,0
905,X,,,X,,,,,O,O,0,7
906,X,,,X,,,,O,O,X,2,4
907,X,,,X,X,,,O,O,O,0,5
908,X,,,X,X,O,,O,O,X,2,2
909,X,,X,X,X,O,,O,O,O,0,1
910,X,O,X,X,X,O,,O,O,X,2,6
911,,,,,,,,,,X,2,7
912,,,,,,,,X,,O,0,6
913,,,,,,,O,X,,X,2,0
914,X,,,,,,O,X,,O,0,8
915,X,,,,,,O,X,O,X,2,1
916,X,X,,,,,O,X,O,O,0,3
917,X,X,,O,,,O,X,O,X,2,2
918,,,,,,,,,,X,0,8
919,,,,,,,,,X,O,2,4
920,,,,,O,,,,X,X,0,5
921,,,,,O,X,,,X,O,2,0
922,O,,,,O,X,,,X,X,0,6
923,O,,,,O,X,X,,X,O,2,2
924,O,,O,,O,X,X,,X,X,0,3
925,O,,O,X,O,X,X,,X,O,2,1
926,,,,,,,,,,X,1,7
927,,,,,,,,X,,O,1,4
928,,,,,O,,,X,,X,1,6
929,,,,,O,,X,X,,O,1,8
930,,,,,O,,X,X,O,X,1,5
931,,,,,O,X,X,X,O,O,1,3
932,,,,O,O,X,X,X,O,X,1,0
933,X,,,O,O,X,X,X,O,O,1,2
934,X,,O,O,O,X,X,X,O,X,1,1
935,,,,,,,,,,X,2,0
936,X,,,,,,,,,O,0,4
937,X,,,,O,,,,,X,2,3
938,X,,,X,O,,,,,O,0,5
939,X,,,X,O,O,,,,X,2,8
940,X,,,X,O,O,,,X,O,0,2
941,X,,O,X,O,O,,,X,X,2,6
942,,,,,,,,,,X,2,0
943,X,,,,,,,,,O,0,3
944,X,,,O,,,,,,X,2,2
945,X,,X,O,,,,,,O,0,4
946,X,,X,O,O,,,,,X,2,8
947,X,,X,O,O,,,,X,O,0,7
948,X,,X,O,O,,,O,X,X,2,1
949,,,,,,,,,,X,2,4
950,,,,,X,,,,,O,0,1
951,,O,,,X,,,,,X,2,0
952,X,O,,,X,,,,,O,0,2
953,X,O,O,,X,,,,,X,2,8
954,,,,,,,,,,X,2,0
955,X,,,,,,,,,O,0,3
956,X,,,O,,,,,,X,2,5
957,X,,,O,,X,,,,O,0,8
958,X,,,O,,X,,,O,X,2,7
959,X,,,O,,X,,X,O,O,0,6
960,X,,,O,,X,O,X,O,X,2,1
961,X,X,,O,,X,O,X,O,O,0,4
962,X,X,,O,O,X,O,X,O,X,2,2
963,,,,,,,,,,X,2,1
964,,X,,,,,,,,O,0,3
965,,X,,O,,,,,,X,2,5
966,,X,,O,,X,,,,O,0,7
967,,X,,O,,X,,O,,X,2,8
968,,X,,O,,X,,O,X,O,0,6
969,,X,,O,,X,O,O,X,X,2,0
970,X,X,,O,,X,O,O,X,O,0,2
971,X,X,O,O,,X,O,O,X,X,2,4
972,,,,,,,,,,X,0,7
973,,,,,,,,X,,O,2,2
974,,,O,,,,,X,,X,0,1
975,,X,O,,,,,X,,O,2,8
976,,X,O,,,,,X,O,X,0,0
977,X,X,O,,,,,X,O,O,2,4
978,X,X,O,,O,,,X,O,X,0,6
979,X,X,O,,O,,X,X,O,O,2,5
980,,,,,,,,,,X,2,2
981,,,X,,,,,,,O,0,4
982,,,X,,O,,,,,X,2,5
983,,,X,,O,X,,,,O,0,1
984,,O,X,,O,X,,,,X,2,7
985,,O,X,,O,X,,X,,O,0,6
986,,O,X,,O,X,O,X,,X,2,8
987,,,,,,,,,,X,1,6
988,,,,,,,X,,,O,1,0
989,O,,,,,,X,,,X,1,4
990,O,,,,X,,X,,,O,1,2
991,O,,O,,X,,X,,,X,1,8
992,O,,O,,X,,X,,X,O,1,7
993,O,,O,,X,,X,O,X,X,1,1
994,O,X,O,,X,,X,O,X,O,1,3
995,O,X,O,O,X,,X,O,X,X,1,5
996,,,,,,,,,,X,2,8
997,,,,,,,,,X,O,0,6
998,,,,,,,O,,X,X,2,4
999,,,,,X,,O,,X,O,0,3
1000,,,,O,X,,O,,X,X,2,2
1001,,,X,O,X,,O,,X,O,0,1
1002,,O,X,O,X,,O,,X,X,2,7
1003,,O,X,O,X,,O,X,X,O,0,5
1004,,O,X,O,X,O,O,X,X,X,2,0
1005,,,,,,,,,,X,2,6
1006,,,,,,,X,,,O,0,0
1007,O,,,,,,X,,,X,2,1
1008,O,X,,,,,X,,,O,0,4
1009,O,X,,,O,,X,,,X,2,8
1010,O,X,,,O,,X,,X,O,0,3
1011,O,X,,O,O,,X,,X,X,2,7
1012,,,,,,,,,,X,1,3
1013,,,,X,,,,,,O,1,2
1014,,,O,X,,,,,,X,1,1
1015,,X,O,X,,,,,,O,1,4
1016,,X,O,X,O,,,,,X,1,0
1017,X,X,O,X,O,,,,,O,1,5
1018,X,X,O,X,O,O,,,,X,1,7
1019,X,X,O,X,O,O,,X,,O,1,6
1020,X,X,O,X,O,O,O,X,,X,1,8
1021,,,,,,,,,,X,2,4
1022,,,,,X,,,,,O,0,0
1023,O,,,,X,,,,,X,2,2
1024,O,,X,,X,,,,,O,0,6
1025,O,,X,,X,,O,,,X,2,8
1026,O,,X,,X,,O,,X,O,0,1
1027,O,O,X,,X,,O,,X,X,2,3
1028,O,O,X,X,X,,O,,X,O,0,7
1029,O,O,X,X,X,,O,O,X,X,2,5
1030,,,,,,,,,,X,2,4
1031,,,,,X,,,,,O,0,2
1032,,,O,,X,,,,,X,2,7
1033,,,O,,X,,,X,,O,0,3
1034,,,O,O,X,,,X,,X,2,1
1035,,,,,,,,,,X,0,1
1036,,X,,,,,,,,O,2,2
1037,,X,O,,,,,,,X,0,0
1038,X,X,O,,,,,,,O,2,6
1039,X,X,O,,,,O,,,X,0,3
1040,X,X,O,X,,,O,,,O,2,5
1041,X,X,O,X,,O,O,,,X,0,7
1042,X,X,O,X,,O,O,X,,O,2,8
1043,,,,,,,,,,X,1,8
1044,,,,,,,,,X,O,1,7
1045,,,,,,,,O,X,X,1,5
1046,,,,,,X,,O,X,O,1,3
1047,,,,O,,X,,O,X,X,1,6
1048,,,,O,,X,X,O,X,O,1,4
1049,,,,O,O,X,X,O,X,X,1,0
1050,X,,,O,O,X,X,O,X,O,1,2
1051,X,,O,O,O,X,X,O,X,X,1,1
1052,,,,,,,,,,X,2,7
1053,,,,,,,,X,,O,0,6
1054,,,,,,,O,X,,X,2,4
1055,,,,,X,,O,X,,O,0,2
1056,,,O,,X,,O,X,,X,2,5
1057,,,O,,X,X,O,X,,O,0,3
1058,,,O,O,X,X,O,X,,X,2,8
1059,,,O,O,X,X,O,X,X,O,0,1
1060,,O,O,O,X,X,O,X,X,X,2,0
1061,,,,,,,,,,X,2,7
1062,,,,,,,,X,,O,0,3
1063,,,,O,,,,X,,X,2,1
1064,,X,,O,,,,X,,O,0,5
1065,,X,,O,,O,,X,,X,2,0
1066,X,X,,O,,O,,X,,O,0,8
1067,X,X,,O,,O,,X,O,X,2,2
1068,,,,,,,,,,X,2,8
1069,,,,,,,,,X,O,0,3
1070,,,,O,,,,,X,X,2,7
1071,,,,O,,,,X,X,O,0,6
1072,,,,O,,,O,X,X,X,2,5
1073,,,,O,,X,O,X,X,O,0,2
1074,,,O,O,,X,O,X,X,X,2,0
1075,X,,O,O,,X,O,X,X,O,0,1
1076,X,O,O,O,,X,O,X,X,X,2,4
1077,,,,,,,,,,X,2,3
1078,,,,X,,,,,,O,0,7
1079,,,,X,,,,O,,X,2,6
1080,,,,X,,,X,O,,O,0,1
1081,,O,,X,,,X,O,,X,2,5
1082,,O,,X,,X,X,O,,O,0,8
1083,,O,,X,,X,X,O,O,X,2,0
1084,,,,,,,,,,X,2,3
1085,,,,X,,,,,,O,0,0
1086,O,,,X,,,,,,X,2,5
1087,O,,,X,,X,,,,O,0,6
1088,O,,,X,,X,O,,,X,2,2
1089,O,,X,X,,X,O,,,O,0,7
1090,O,,X,X,,X,O,O,,X,2,4
1091,,,,,,,,,,X,1,8
1092,,,,,,,,,X,O,1,4
1093,,,,,O,,,,X,X,1,0
1094,X,,,,O,,,,X,O,1,3
1095,X,,,O,O,,,,X,X,1,5
1096,X,,,O,O,X,,,X,O,1,6
1097,X,,,O,O,X,O,,X,X,1,1
1098,X,X,,O,O,X,O,,X,O,1,2
1099,X,X,O,O,O,X,O,,X,X,1,7
1100,,,,,,,,,,X,2,8
1101,,,,,,,,,X,O,0,2
1102,,,O,,,,,,X,X,2,3
1103,,,O,X,,,,,X,O,0,6
1104,,,O,X,,,O,,X,X,2,0
1105,X,,O,X,,,O,,X,O,0,7
1106,X,,O,X,,,O,O,X,X,2,5
1107,X,,O,X,,X,O,O,X,O,0,1
1108,X,O,O,X,,X,O,O,X,X,2,4
1109,,,,,,,,,,X,1,7
1110,,,,,,,,X,,O,1,6
1111,,,,,,,O,X,,X,1,1
1112,,X,,,,,O,X,,O,1,4
1113,,X,,,O,,O,X,,X,1,0
1114,X,X,,,O,,O,X,,O,1,3
1115,X,X,,O,O,,O,X,,X,1,5
1116,X,X,,O,O,X,O,X,,O,1,2
1117,X,X,O,O,O,X,O,X,,X,1,8
1118,,,,,,,,,,X,2,3
1119,,,,X,,,,,,O,0,7
1120,,,,X,,,,O,,X,2,5
1121,,,,X,,X,,O,,O,0,4
1122,,,,X,O,X,,O,,X,2,2
1123,,,X,X,O,X,,O,,O,0,0
1124,O,,X,X,O,X,,O,,X,2,1
1125,O,X,X,X,O,X,,O,,O,0,6
1126,O,X,X,X,O,X,O,O,,X,2,8
1127,,,,,,,,,,X,2,7
1128,,,,,,,,X,,O,0,0
1129,O,,,,,,,X,,X,2,5
1130,O,,,,,X,,X,,O,0,6
1131,O,,,,,X,O,X,,X,2,8
1132,O,,,,,X,O,X,X,O,0,4
1133,O,,,,O,X,O,X,X,X,2,3
1134,O,,,X,O,X,O,X,X,O,0,1
1135,O,O,,X,O,X,O,X,X,X,2,2
1136,,,,,,,,,,X,2,3
1137,,,,X,,,,,,O,0,8
1138,,,,X,,,,,O,X,2,6
1139,,,,X,,,X,,O,O,0,1
1140,,O,,X,,,X,,O,X,2,0
1141,,,,,,,,,,X,2,6
1142,,,,,,,X,,,O,0,0
1143,O,,,,,,X,,,X,2,2
1144,O,,X,,,,X,,,O,0,7
1145,O,,X,,,,X,O,,X,2,5
1146,O,,X,,,X,X,O,,O,0,1
1147,O,O,X,,,X,X,O,,X,2,8
1148,,,,,,,,,,X,0,1
1149,,X,,,,,,,,O,2,5
1150,,X,,,,O,,,,X,0,0
1151,X,X,,,,O,,,,O,2,2
1152,X,X,O,,,O,,,,X,0,3
1153,X,X,O,X,,O,,,,O,2,8
1154,,,,,,,,,,X,2,3
1155,,,,X,,,,,,O,0,8
1156,,,,X,,,,,O,X,2,7
1157,,,,X,,,,X,O,O,0,4
1158,,,,X,O,,,X,O,X,2,6
1159,,,,X,O,,X,X,O,O,0,1
1160,,O,,X,O,,X,X,O,X,2,0
1161,,,,,,,,,,X,0,5
1162,,,,,,X,,,,O,2,6
1163,,,,,,X,O,,,X,0,4
1164,,,,,X,X,O,,,O,2,7
1165,,,,,X,X,O,O,,X,0,1
1166,,X,,,X,X,O,O,,O,2,3
1167,,X,,O,X,X,O,O,,X,0,2
1168,,X,X,O,X,X,O,O,,O,2,8
1169,,,,,,,,,,X,0,1
1170,,X,,,,,,,,O,2,6
1171,,X,,,,,O,,,X,0,5
1172,,X,,,,X,O,,,O,2,7
1173,,X,,,,X,O,O,,X,0,2
1174,,X,X,,,X,O,O,,O,2,8
1175,,,,,,,,,,X,2,4
1176,,,,,X,,,,,O,0,3
1177,,,,O,X,,,,,X,2,7
1178,,,,O,X,,,X,,O,0,8
1179,,,,O,X,,,X,O,X,2,0
1180,X,,,O,X,,,X,O,O,0,6
1181,X,,,O,X,,O,X,O,X,2,1
1182,,,,,,,,,,X,1,8
1183,,,,,,,,,X,O,1,6
1184,,,,,,,O,,X,X,1,7
1185,,,,,,,O,X,X,O,1,4
1186,,,,,O,,O,X,X,X,1,0
1187,X,,,,O,,O,X,X,O,1,5
1188,X,,,,O,O,O,X,X,X,1,1
1189,X,X,,,O,O,O,X,X,O,1,2
1190,X,X,O,,O,O,O,X,X,X,1,3
1191,,,,,,,,,,X,2,4
1192,,,,,X,,,,,O,0,5
1193,,,,,X,O,,,,X,2,6
1194,,,,,X,O,X,,,O,0,8
1195,,,,,X,O,X,,O,X,2,1
1196,,X,,,X,O,X,,O,O,0,0
1197,O,X,,,X,O,X,,O,X,2,2
1198,,,,,,,,,,X,2,7
1199,,,,,,,,X,,O,0,1
1200,,O,,,,,,X,,X,2,8
1201,,O,,,,,,X,X,O,0,6
1202,,O,,,,,O,X,X,X,2,0
1203,X,O,,,,,O,X,X,O,0,3
1204,X,O,,O,,,O,X,X,X,2,4
1205,,,,,,,,,,X,2,2
1206,,,X,,,,,,,O,0,4
1207,,,X,,O,,,,,X,2,8
1208,,,X,,O,,,,X,O,0,6
1209,,,X,,O,,O,,X,X,2,1
1210,,X,X,,O,,O,,X,O,0,3
1211,,X,X,O,O,,O,,X,X,2,0
1212,,,,,,,,,,X,1,0
1213,X,,,,,,,,,O,1,8
1214,X,,,,,,,,O,X,1,6
1215,X,,,,,,X,,O,O,1,3
1216,X,,,O,,,X,,O,X,1,5
1217,X,,,O,,X,X,,O,O,1,4
1218,X,,,O,O,X,X,,O,X,1,7
1219,X,,,O,O,X,X,X,O,O,1,2
1220,X,,O,O,O,X,X,X,O,X,1,1
1221,,,,,,,,,,X,1,7
1222,,,,,,,,X,,O,1,4
1223,,,,,O,,,X,,X,1,5
1224,,,,,O,X,,X,,O,1,6
1225,,,,,O,X,O,X,,X,1,3
1226,,,,X,O,X,O,X,,O,1,1
1227,,O,,X,O,X,O,X,,X,1,8
1228,,O,,X,O,X,O,X,X,O,1,2
1229,,O,O,X,O,X,O,X,X,X,1,0
1230,,,,,,,,,,X,2,6
1231,,,,,,,X,,,O,0,0
1232,O,,,,,,X,,,X,2,5
1233,O,,,,,X,X,,,O,0,1
1234,O,O,,,,X,X,,,X,2,8
1235,O,O,,,,X,X,,X,O,0,4
1236,O,O,,,O,X,X,,X,X,2,7
1237,,,,,,,,,,X,2,0
1238,X,,,,,,,,,O,0,8
1239,X,,,,,,,,O,X,2,5
1240,X,,,,,X,,,O,O,0,1
1241,X,O,,,,X,,,O,X,2,3
1242,X,O,,X,,X,,,O,O,0,6
1243,X,O,,X,,X,O,,O,X,2,4
1244,,,,,,,,,,X,2,6
1245,,,,,,,X,,,O,0,7
1246,,,,,,,X,O,,X,2,2
1247,,,X,,,,X,O,,O,0,5
1248,,,X,,,O,X,O,,X,2,0
1249,X,,X,,,O,X,O,,O,0,1
1250,X,O,X,,,O,X,O,,X,2,3
1251,,,,,,,,,,X,2,5
1252,,,,,,X,,,,O,0,6
1253,,,,,,X,O,,,X,2,2
1254,,,X,,,X,O,,,O,0,3
1255,,,X,O,,X,O,,,X,2,8
1256,,,,,,,,,,X,1,0
1257,X,,,,,,,,,O,1,8
1258,X,,,,,,,,O,X,1,5
1259,X,,,,,X,,,O,O,1,4
1260,X,,,,O,X,,,O,X,1,2
1261,X,,X,,O,X,,,O,O,1,1
1262,X,O,X,,O,X,,,O,X,1,6
1263,X,O,X,,O,X,X,,O,O,1,3
1264,X,O,X,O,O,X,X,,O,X,1,7
1265,,,,,,,,,,X,2,6
1266,,,,,,,X,,,O,0,1
1267,,O,,,,,X,,,X,2,2
1268,,O,X,,,,X,,,O,0,0
1269,O,O,X,,,,X,,,X,2,3
1270,O,O,X,X,,,X,,,O,0,4
1271,O,O,X,X,O,,X,,,X,2,7
1272,O,O,X,X,O,,X,X,,O,0,5
1273,O,O,X,X,O,O,X,X,,X,2,8
1274,,,,,,,,,,X,2,7
1275,,,,,,,,X,,O,0,2
1276,,,O,,,,,X,,X,2,8
1277,,,O,,,,,X,X,O,0,5
1278,,,O,,,O,,X,X,X,2,6
1279,,,,,,,,,,X,1,6
1280,,,,,,,X,,,O,1,2
1281,,,O,,,,X,,,X,1,7
1282,,,O,,,,X,X,,O,1,8
1283,,,O,,,,X,X,O,X,1,5
1284,,,O,,,X,X,X,O,O,1,0
1285,O,,O,,,X,X,X,O,X,1,3
1286,O,,O,X,,X,X,X,O,O,1,4
1287,O,,O,X,O,X,X,X,O,X,1,1
1288,,,,,,,,,,X,1,0
1289,X,,,,,,,,,O,1,7
1290,X,,,,,,,O,,X,1,6
1291,X,,,,,,X,O,,O,1,2
1292,X,,O,,,,X,O,,X,1,4
1293,X,,O,,X,,X,O,,O,1,3
1294,X,,O,O,X,,X,O,,X,1,1
1295,X,X,O,O,X,,X,O,,O,1,8
1296,X,X,O,O,X,,X,O,O,X,1,5
1297,,,,,,,,,,X,0,2
1298,,,X,,,,,,,O,2,0
1299,O,,X,,,,,,,X,0,7
1300,O,,X,,,,,X,,O,2,6
1301,O,,X,,,,O,X,,X,0,8
1302,O,,X,,,,O,X,X,O,2,3
1303,,,,,,,,,,X,1,2
1304,,,X,,,,,,,O,1,0
1305,O,,X,,,,,,,X,1,1
1306,O,X,X,,,,,,,O,1,4
1307,O,X,X,,O,,,,,X,1,6
1308,O,X,X,,O,,X,,,O,1,7
1309,O,X,X,,O,,X,O,,X,1,8
1310,O,X,X,,O,,X,O,X,O,1,5
1311,O,X,X,,O,O,X,O,X,X,1,3
1312,,,,,,,,,,X,2,8
1313,,,,,,,,,X,O,0,7
1314,,,,,,,,O,X,X,2,4
1315,,,,,X,,,O,X,O,0,0
1316,O,,,,X,,,O,X,X,2,5
1317,O,,,,X,X,,O,X,O,0,6
1318,O,,,,X,X,O,O,X,X,2,2
1319,,,,,,,,,,X,2,1
1320,,X,,,,,,,,O,0,5
1321,,X,,,,O,,,,X,2,2
1322,,X,X,,,O,,,,O,0,8
1323,,X,X,,,O,,,O,X,2,0
1324,,,,,,,,,,X,2,8
1325,,,,,,,,,X,O,0,1
1326,,O,,,,,,,X,X,2,7
1327,,O,,,,,,X,X,O,0,4
1328,,O,,,O,,,X,X,X,2,6
1329,,,,,,,,,,X,0,1
1330,,X,,,,,,,,O,2,7
1331,,X,,,,,,O,,X,0,5
1332,,X,,,,X,,O,,O,2,0
1333,O,X,,,,X,,O,,X,0,2
1334,O,X,X,,,X,,O,,O,2,8
1335,O,X,X,,,X,,O,O,X,0,3
1336,O,X,X,X,,X,,O,O,O,2,6
1337,,,,,,,,,,X,0,5
1338,,,,,,X,,,,O,2,7
